,ge,tc,tl,tf,ln
451,451,0.855,0.057,0.18300000000000005,45.56
452,452,0.8580000000000001,0.057,0.177,45.56
453,453,0.8580000000000001,0.05600000000000001,0.168,45.56
454,454,0.8560000000000001,0.057,0.179,45.56
455,455,0.8550000000000001,0.057,0.168,44.22
456,456,0.8610000000000001,0.057,0.17800000000000002,44.22
457,457,0.8620000000000002,0.057999999999999996,0.16399999999999998,44.22
458,458,0.8630000000000001,0.057999999999999996,0.14800000000000002,42.9
459,459,0.8710000000000002,0.06,0.163,42.9
460,460,0.8690000000000001,0.061000000000000006,0.163,41.6
461,461,0.8650000000000001,0.061000000000000006,0.163,40.68
462,462,0.8630000000000001,0.06,0.16000000000000003,40.66
463,463,0.8650000000000001,0.06,0.17099999999999999,41.6
464,464,0.8660000000000001,0.06,0.153,41.6
465,465,0.8590000000000002,0.059000000000000004,0.15700000000000003,41.6
466,466,0.855,0.059000000000000004,0.17000000000000004,42.9
467,467,0.8660000000000002,0.057999999999999996,0.17000000000000004,42.9
468,468,0.873,0.059000000000000004,0.17400000000000002,42.9
469,469,0.8760000000000001,0.059000000000000004,0.175,43.16
470,470,0.883,0.059000000000000004,0.182,43.26
471,471,0.8839999999999999,0.05800000000000002,0.17800000000000002,43.12
472,472,0.8839999999999999,0.05700000000000001,0.18,44.22
473,473,0.884,0.05700000000000001,0.18400000000000002,44.22
474,474,0.88,0.05700000000000001,0.199,44.22
475,475,0.885,0.05700000000000001,0.195,44.22
476,476,0.884,0.05800000000000001,0.17600000000000002,44.22
477,477,0.8830000000000001,0.056000000000000015,0.16800000000000004,44.6
478,478,0.877,0.055,0.16700000000000004,45.56
479,479,0.884,0.055,0.15500000000000003,46.92
